Time (s),DRAM Power (W),IPC
0.0001,0.00,1.77
0.2495,21.84,1.69
0.5630,27.24,1.50
0.8486,25.00,1.55
1.0589,18.41,1.61
1.3331,23.91,1.58
1.6183,24.72,1.60
1.8974,23.99,1.52
2.1664,23.42,1.47
2.4403,23.79,1.52
2.7215,24.47,1.50
3.0077,25.00,1.62
3.3117,26.32,1.49
3.6063,25.69,1.51
3.8990,25.55,1.49
4.1905,25.32,1.50
4.4696,24.24,1.55
4.6980,19.76,1.61
4.9874,25.09,1.61
5.2640,24.07,1.59
5.5365,23.79,1.58
5.7340,17.34,1.24
5.9997,23.44,2.66
6.2818,24.48,2.58
6.5710,25.18,2.57
6.8465,23.96,2.58
7.1164,23.33,2.57
7.3178,17.56,2.80
7.5928,24.01,2.54
7.8771,24.84,2.64
8.1568,24.34,2.61
8.4207,23.09,2.53
8.6934,23.88,2.63
8.9697,24.18,2.70
9.2451,24.03,2.59
9.5150,23.64,2.71
9.7976,24.73,2.69
10.0867,25.21,2.52
10.3718,24.93,2.60
10.6445,23.84,2.67
10.9230,24.38,2.61
11.2006,24.27,2.48
11.4768,24.07,2.48
11.7536,24.16,2.78
12.0462,25.61,2.62
12.3353,25.23,2.67
12.6164,24.35,2.52
12.8874,23.50,0.84
13.1744,25.76,0.81
13.4614,26.12,0.84
13.7345,24.92,0.75
14.0187,25.89,0.67
14.3071,26.26,0.72
14.5800,26.90,0.66
14.8616,25.51,0.87
15.1421,25.42,0.92
15.4224,25.40,0.88
15.6940,24.59,0.90
15.9811,26.12,0.87
16.2844,27.41,0.92
16.5784,26.69,0.97
16.8534,24.94,0.97
17.0748,20.24,0.92
17.2975,20.25,0.92
17.5153,19.74,0.94
17.7320,19.63,0.80
18.0333,27.31,0.75
18.3207,25.87,2.15
18.5919,23.21,0.70
18.8877,26.29,0.73
19.1532,23.52,0.73
19.3557,17.95,0.72
19.5639,18.36,0.74
19.8510,25.40,0.80
20.1255,24.32,0.79
20.4020,24.39,0.81
20.6890,25.31,0.76
20.9628,24.14,0.73
21.2368,24.22,0.69
21.5047,23.60,0.69
21.7821,24.29,2.40
22.0585,23.90,3.19
22.3332,23.45,1.81
