Time (s),DRAM Power (W),IPC
0.0001,0.00,1.36
0.2176,18.79,1.83
0.4649,21.04,1.50
0.7432,24.17,1.89
1.0520,26.26,1.54
1.3353,23.93,1.20
1.6142,23.65,1.54
1.9044,24.49,1.73
2.2378,28.52,1.23
2.5764,28.50,1.10
2.9594,32.68,2.90
3.3224,30.93,0.86
3.5848,22.53,1.07
3.8912,27.03,1.29
4.1920,26.05,1.23
4.4697,26.88,0.71
5.2811,120.84,1.25
5.5790,25.19,1.40
5.8628,23.89,1.06
6.2980,44.21,1.93
6.7754,52.49,1.49
7.0433,24.42,2.24
7.3327,25.19,2.85
7.6637,29.47,2.15
8.1034,41.55,2.22
8.5070,38.17,2.41
8.9273,39.84,2.45
9.3431,38.86,2.13
9.8056,43.86,2.46
10.2072,37.91,2.22
10.5164,29.08,2.35
10.8908,34.92,2.33
11.2634,35.00,2.33
11.6570,36.70,2.56
12.1128,42.65,1.73
12.4058,25.93,2.27
12.6262,18.79,2.63
12.9111,24.42,2.46
13.5236,67.83,2.34
13.9878,46.94,1.94
14.3761,38.03,2.15
14.6549,23.66,1.46
14.9195,22.70,2.85
15.2841,32.74,2.48
15.6619,35.46,2.52
16.0844,39.48,2.32
16.4591,35.03,2.58
16.8379,35.27,2.49
17.1524,29.24,2.41
17.5373,35.94,2.34
17.8469,28.66,2.53
18.1954,32.48,2.41
18.5148,29.82,2.49
18.8164,28.07,2.54
19.1951,35.25,2.64
19.5809,35.81,2.54
19.9419,33.41,1.74
20.2461,26.29,2.64
20.5214,23.64,2.59
21.0578,58.13,2.63
21.6400,63.60,1.82
21.9232,24.87,2.31
22.1972,23.68,2.22
22.4514,21.84,2.58
22.8489,37.15,2.50
23.2517,37.66,2.35
23.6553,37.43,2.22
24.1161,43.16,2.27
24.5197,37.86,2.50
24.9113,36.75,2.33
25.2729,33.90,2.34
25.6182,32.24,2.21
26.0439,39.99,2.13
26.4270,36.19,2.57
26.8000,34.85,2.72
27.1945,37.21,1.95
27.5008,26.84,2.45
27.8257,28.08,1.23
28.1811,33.03,2.17
28.7180,60.93,2.20
29.1525,-328518.12,2.00
29.4435,25.27,2.03
29.7652,27.57,1.52
30.0934,28.92,2.57
30.4997,38.15,2.36
30.9208,39.71,2.65
31.3548,40.37,2.32
31.7830,40.21,2.57
32.1652,35.63,2.15
32.5845,39.63,2.71
32.9804,37.23,2.40
33.3959,38.88,2.44
33.7842,36.45,2.46
34.1604,35.36,1.88
34.5906,40.41,2.20
34.8920,27.30,2.39
35.1901,25.50,2.56
35.4887,25.69,2.58
36.1056,68.40,2.09
36.6140,53.13,2.22
36.9014,24.84,0.48
37.2173,27.40,2.59
37.5633,30.92,2.42
37.9430,35.19,2.82
38.3627,38.96,2.39
38.7968,40.49,2.73
39.2222,39.76,2.53
39.6426,39.40,2.48
40.0715,40.35,2.50
40.4871,39.24,2.38
40.8957,38.48,2.56
41.2016,26.49,2.11
41.5023,25.53,1.91
41.8119,26.35,2.25
42.0861,23.25,2.72
42.3652,24.12,2.96
42.6646,25.58,0.95
42.9921,29.12,2.27
43.6243,71.74,2.10
44.0248,40.87,2.20
44.3055,23.75,1.41
44.6073,25.85,1.92
44.9154,26.13,1.62
45.1955,24.14,1.65
45.4106,18.78,1.23
45.6688,22.08,1.60
45.9320,22.42,1.29
46.1842,21.16,1.43
46.4426,21.88,1.12
46.7064,22.16,1.13
46.9939,24.38,0.55
47.2749,24.41,1.06
47.5547,24.29,0.73
47.8323,23.89,1.96
