Time (s),DRAM Power (W),IPC
0.0001,0.00,2.03
0.3005,27.98,1.73
0.6585,31.26,2.09
0.9575,25.71,1.30
1.3057,29.91,1.09
1.6666,30.97,1.10
2.0359,31.50,0.60
2.3709,28.74,0.83
2.7135,29.46,0.58
3.0816,32.13,1.47
3.4163,29.88,1.19
3.7722,31.84,0.24
4.1425,33.66,1.39
4.5018,32.03,1.20
4.8333,30.02,1.12
5.1961,33.28,1.02
5.5582,33.54,1.13
5.9560,36.87,1.12
6.3173,33.53,1.15
6.5297,19.56,1.06
6.9648,39.84,1.16
7.3826,38.23,1.25
7.7443,33.04,1.02
8.1040,32.92,1.19
8.4966,35.74,1.11
8.8500,30.04,1.23
9.1742,27.42,1.06
9.5303,30.37,1.10
9.8747,28.99,1.21
10.2307,30.14,2.16
10.5806,29.63,1.33
10.9326,29.83,1.87
11.2957,30.75,0.94
11.6564,30.45,0.98
12.0124,29.93,0.97
12.3729,30.46,1.08
12.7591,32.76,1.96
13.0979,28.97,1.22
13.4206,27.62,0.95
13.7747,29.95,1.03
14.1383,30.67,1.08
14.5022,30.78,1.93
14.8658,31.00,2.04
15.2320,31.64,1.01
15.5837,29.77,1.01
15.8266,20.55,0.97
16.0586,19.94,0.97
16.2803,18.72,2.13
16.6478,31.09,2.05
17.0062,30.76,0.94
17.3670,30.55,0.92
17.7240,30.28,1.06
18.0788,29.97,2.04
18.4372,30.78,0.93
18.8010,31.12,1.02
19.1612,30.40,0.84
19.5299,31.60,1.12
19.8958,30.81,1.04
20.2567,30.47,0.95
20.6264,31.24,1.01
20.8372,17.77,0.97
21.2069,31.29,1.09
21.5697,30.53,1.08
21.9246,29.86,0.96
22.2826,30.15,0.91
22.6459,30.55,0.94
22.9938,30.00,0.99
23.3513,30.15,1.04
23.7137,30.71,1.39
24.0424,27.81,1.06
24.4063,30.80,1.00
24.7600,29.91,1.06
25.1081,29.33,1.38
25.4279,26.85,1.18
25.7465,26.94,1.39
26.0448,25.36,1.55
26.3889,29.09,2.53
26.7135,27.90,1.51
27.0733,31.46,1.01
27.4230,29.57,0.94
27.7741,29.66,1.02
28.1344,30.53,1.05
28.4947,30.55,1.25
28.8549,30.28,1.32
29.2095,30.30,0.92
29.5725,30.83,0.97
29.9378,30.81,1.01
30.2951,30.15,1.73
30.6577,30.56,1.38
31.0242,31.38,1.00
31.3920,31.01,1.07
31.7512,30.29,1.13
32.1080,29.92,1.94
32.4746,30.93,1.73
32.8304,30.46,1.00
33.1945,30.72,1.00
33.5572,30.51,1.13
33.9150,30.07,2.11
34.2795,31.01,0.98
34.6656,32.76,0.77
35.0178,30.78,0.80
35.2286,17.71,0.78
35.5596,27.78,1.13
35.9160,30.12,1.13
36.2405,27.27,1.13
36.4518,17.79,1.13
36.6559,17.31,1.11
36.8662,17.65,1.08
37.0782,17.89,1.05
37.4387,30.23,1.07
37.7950,30.10,1.04
38.1424,29.29,1.04
38.4977,30.01,0.93
38.8557,30.26,1.04
39.2208,30.72,0.90
39.5863,30.80,0.97
39.9630,31.52,0.94
40.3148,29.73,0.94
40.6131,25.18,1.44
40.9520,28.68,1.35
41.2852,28.01,1.67
41.6471,30.80,1.62
42.0123,31.00,1.76
42.3785,31.49,0.48
42.7401,32.29,1.63
43.1103,32.19,1.78
43.4737,30.88,1.58
43.8606,34.07,1.86
44.2472,33.88,1.25
44.6102,31.93,1.19
44.9438,29.86,1.40
45.3052,32.13,1.57
45.6671,32.36,1.00
46.0182,31.49,1.29
46.3766,31.81,1.20
46.7334,31.63,1.14
47.1096,33.13,1.09
47.4949,33.99,1.57
47.8597,32.16,1.13
48.2254,32.33,1.72
48.5903,31.81,1.09
48.8054,19.00,0.95
49.1210,27.88,1.45
49.4436,28.70,0.85
49.8049,32.31,1.17
50.1913,33.96,1.15
50.5562,31.98,1.34
50.9161,31.45,0.92
51.2783,32.18,1.59
51.6294,30.62,1.28
52.0018,32.72,2.09
52.3540,30.39,1.10
52.7178,31.62,0.85
53.0797,31.67,1.37
53.4515,32.22,1.66
53.8117,31.53,1.08
54.1782,31.99,1.19
54.5350,30.97,1.01
54.7677,20.22,0.87
55.1355,32.23,1.42
55.5032,32.14,1.23
55.8666,31.67,0.82
56.2067,29.75,1.45
56.5570,30.58,1.20
56.9217,31.97,1.39
57.2761,30.79,1.72
57.6380,31.55,2.11
58.0007,31.82,0.74
58.3596,34.07,0.79
58.6794,31.41,1.51
59.0833,39.63,0.15
59.5218,45.05,1.69
60.0235,53.24,1.28
60.3989,35.07,1.59
60.8749,48.59,1.35
61.2364,32.68,1.15
61.5895,32.09,1.42
61.9468,32.53,1.46
62.2962,31.61,1.27
62.6587,32.94,1.43
62.9985,30.63,1.15
63.3663,33.78,1.27
63.6943,30.19,1.15
64.0548,32.41,1.44
64.4187,32.71,1.43
64.7581,30.46,1.36
65.0909,30.30,1.48
65.4374,31.36,1.02
65.8130,35.45,1.17
66.1460,31.05,1.45
66.5152,34.44,1.54
66.8944,35.58,1.55
67.2315,31.51,1.40
67.5876,32.32,1.14
67.9496,32.98,1.50
68.3056,31.90,1.02
68.6588,32.44,1.34
69.0360,33.86,1.92
69.3637,29.51,0.94
69.6852,29.43,1.08
70.0310,31.70,1.31
70.3523,31.46,1.58
70.6817,29.70,1.48
71.0341,32.65,1.18
71.3784,33.16,1.07
71.7381,36.93,1.19
72.0895,34.81,1.41
72.4446,31.66,1.72
72.8511,35.84,1.85
73.2443,35.10,1.53
73.6484,35.77,1.74
74.0347,32.87,1.62
74.4485,35.11,1.88
74.8543,34.49,1.83
75.2905,37.08,1.89
75.7110,35.66,1.89
76.1179,34.53,2.01
76.5188,33.92,2.06
76.9219,34.16,2.02
77.2858,30.81,1.87
77.6951,34.74,1.59
78.0782,34.42,1.24
78.4712,36.59,1.44
78.8653,37.13,1.46
79.2882,40.07,1.97
79.7226,37.51,2.04
80.0180,25.28,1.97
80.3018,24.19,2.00
80.5851,24.28,1.99
80.8419,22.40,1.85
81.2336,33.71,1.86
81.4586,19.46,1.07
81.8223,32.03,1.67
82.1823,30.65,1.12
82.6026,41.36,1.34
82.9933,39.63,1.41
83.4017,42.02,1.45
83.8102,41.25,1.22
84.2309,42.29,1.45
84.6455,41.88,1.32
85.0435,40.21,1.34
85.4546,41.82,1.40
85.8386,38.46,1.48
86.2015,36.31,1.52
86.4468,25.27,1.37
86.8708,43.02,1.52
87.2236,35.52,1.38
87.6182,39.94,1.54
88.0153,40.14,1.28
88.3961,39.00,1.53
88.7975,40.75,1.55
89.2248,43.87,1.44
89.6295,41.43,1.49
89.9019,27.40,1.59
90.2839,38.84,1.51
90.6582,38.08,1.51
91.0177,36.21,1.46
91.3024,29.05,1.34
91.7395,44.39,1.49
92.1023,37.36,1.47
92.3839,28.60,1.42
92.7838,40.46,1.43
93.0574,27.87,1.53
93.4882,43.83,1.31
93.9196,43.46,1.44
94.2738,35.69,1.54
94.6621,39.74,1.39
95.0948,44.12,1.43
95.5326,44.82,1.57
95.9168,39.50,1.40
96.1272,21.14,1.40
96.3945,27.19,1.39
96.5989,20.57,1.45
96.8462,25.63,1.44
97.1095,26.63,1.09
97.4790,38.05,1.52
97.8641,39.23,1.42
98.2715,41.13,1.22
98.6716,41.03,1.54
99.0668,40.29,1.32
99.5254,46.81,1.43
99.9448,42.71,1.49
100.2066,27.02,1.51
100.6486,45.19,0.85
101.0338,39.25,1.41
101.4618,43.24,1.56
101.8639,40.52,1.51
102.1477,28.87,1.46
102.5474,40.38,1.51
102.8036,26.17,1.44
103.1049,30.26,1.63
103.5020,40.06,1.60
103.8932,39.16,1.46
104.2867,39.86,1.51
104.7202,44.40,1.52
105.1454,43.13,1.53
105.5705,43.08,1.55
106.0014,44.18,1.48
106.4370,44.15,1.42
106.8405,41.11,1.41
107.2570,42.37,1.48
107.6707,42.41,1.46
108.0662,40.31,1.18
108.4855,42.45,1.48
108.9329,45.85,1.50
109.2556,32.78,1.49
109.6534,40.33,1.37
110.0298,38.26,1.54
110.3907,36.71,1.50
110.7349,34.62,1.52
110.9779,24.60,1.49
111.2242,24.98,1.52
111.4681,24.72,1.49
111.7743,31.00,1.41
112.1839,41.79,1.48
112.6048,42.70,1.59
113.0296,43.40,1.54
113.4132,39.11,1.47
113.6288,22.06,1.49
113.9281,30.49,1.46
114.2261,30.12,1.46
114.4905,27.21,1.50
114.8080,32.28,1.55
115.0463,24.17,1.54
115.3218,28.08,1.49
115.6185,30.20,1.49
115.8767,26.47,1.46
116.2220,35.07,1.47
116.5055,28.63,1.45
116.7577,26.11,1.51
117.0451,28.95,1.42
117.3063,26.51,1.48
117.5498,24.79,1.50
117.8219,27.53,1.52
118.0835,26.75,1.47
118.3538,27.47,1.42
118.6150,26.49,1.30
118.9599,35.33,1.38
119.3834,42.66,1.41
119.8071,43.35,1.47
120.2672,46.61,1.58
120.6669,40.37,1.47
121.0658,39.10,0.56
121.4346,32.90,1.01
121.7984,32.57,0.78
122.1588,32.53,1.23
122.5228,32.76,0.85
122.8873,32.74,0.75
123.2477,32.05,0.86
123.6106,32.65,0.81
123.9719,31.94,0.92
124.3365,32.44,0.93
124.6982,32.75,0.89
125.0713,33.24,0.98
125.4191,31.05,0.90
125.7827,32.65,0.88
126.1440,32.41,0.92
126.5026,32.13,0.93
126.8976,35.45,0.83
127.2629,32.77,2.71
127.6369,33.17,3.07
127.9995,32.11,0.81
128.3275,28.32,2.46
128.6929,31.50,1.90
129.1630,40.32,1.43
