Time (s),DRAM Power (W),IPC
0.0000,0.00,1.71
0.2386,20.93,1.61
0.5480,27.35,1.75
0.8196,24.15,1.87
1.1083,25.12,2.17
1.3953,25.01,1.86
1.7200,28.10,1.95
2.0673,29.80,1.90
2.3339,23.12,2.33
2.6159,24.19,1.62
2.9194,26.16,1.49
3.2498,28.53,0.98
3.5305,24.43,1.08
3.8146,25.32,1.44
4.0920,24.99,2.23
4.3444,21.35,2.20
4.5289,15.50,2.24
4.7188,16.08,1.89
4.9823,22.19,2.08
5.2285,20.76,1.88
5.4762,20.78,2.03
5.7278,21.12,1.92
5.9795,21.26,2.03
6.2451,22.41,2.22
6.5041,21.92,1.90
6.7507,20.67,2.20
7.0043,21.28,1.94
7.2494,20.48,2.08
7.5054,21.60,1.77
7.7622,21.71,2.07
8.0179,21.62,2.01
8.2617,20.49,1.86
8.5158,21.30,2.25
8.7644,20.90,1.92
9.0168,21.26,1.96
9.2710,21.36,2.14
9.5247,21.40,1.84
9.7784,21.36,2.08
10.0364,21.80,2.08
10.2932,21.64,1.81
10.5487,21.52,1.89
10.8121,22.25,2.14
11.0725,22.09,2.17
11.3337,21.98,1.93
11.5928,21.83,2.18
11.8487,21.58,2.21
12.1082,21.81,1.84
12.3708,22.13,2.19
12.6372,22.49,2.23
12.8858,20.94,1.96
13.1404,21.53,2.16
13.3926,21.29,2.16
13.6634,22.74,1.90
13.9191,21.58,2.10
14.1729,21.37,1.87
14.4272,21.48,1.98
14.7010,23.08,2.09
14.9536,21.32,1.80
15.2048,21.18,2.22
15.4622,21.79,1.80
15.7157,21.34,2.23
15.9750,21.83,1.88
16.2261,21.21,2.10
16.4876,22.00,2.04
16.7436,21.52,2.01
17.0088,22.44,2.08
17.2737,22.26,2.22
17.5232,20.99,1.85
17.7762,21.41,1.86
18.0261,21.13,2.40
18.3048,23.55,2.56
18.5726,22.53,2.28
18.8343,22.13,2.23
19.0454,17.82,2.61
19.3334,24.34,2.60
19.5959,22.20,2.26
19.8737,23.55,2.53
20.1529,23.65,2.49
20.4446,24.86,2.42
20.7251,23.70,2.46
21.0117,24.27,2.45
21.3028,24.72,2.38
21.6029,25.53,2.21
21.8781,23.25,2.22
22.1660,24.36,2.45
22.4511,24.08,2.35
22.7238,23.07,1.88
23.0031,23.77,1.77
