Time (s),DRAM Power (W),IPC
0.0001,0.00,1.66
0.2983,26.13,1.42
0.5223,19.40,1.62
0.7304,17.88,1.59
0.9561,19.57,1.58
1.2351,24.07,1.64
1.4850,21.55,1.52
1.6990,18.58,1.51
1.9266,19.67,1.55
2.1579,20.00,1.61
2.3665,18.12,1.58
2.6235,22.26,1.64
2.8436,19.07,1.49
3.0617,18.94,1.63
3.2779,18.72,1.62
3.5147,20.54,1.42
3.7716,22.29,1.46
3.9739,17.61,1.49
4.2078,20.36,1.55
4.4418,20.26,1.41
4.6517,18.24,1.59
4.8872,20.38,1.45
5.1151,20.00,1.62
5.3351,19.25,1.54
5.5390,17.72,1.43
5.7431,17.71,1.61
5.9590,18.80,0.91
6.1812,19.41,2.78
6.3949,18.36,2.49
6.6049,18.07,2.90
6.8090,17.63,2.49
7.0211,18.29,2.86
7.2332,18.23,2.71
7.4531,18.86,2.52
7.6790,19.55,2.92
7.8971,18.78,2.65
8.1028,17.76,2.77
8.3490,21.09,2.38
8.5557,17.86,2.95
8.7736,18.84,2.77
8.9856,18.30,2.86
9.2055,18.94,2.75
9.4217,18.66,2.83
9.6458,19.26,2.51
9.8536,17.84,2.91
10.0880,20.22,2.68
10.3006,18.29,2.71
10.5215,18.95,2.69
10.7358,18.48,2.44
10.9339,16.97,2.57
11.1458,18.22,2.87
11.3417,16.99,2.48
11.5378,16.91,2.67
11.7616,19.26,2.50
11.9817,18.87,2.94
12.2577,23.60,2.78
12.4679,18.11,2.55
12.6845,18.54,2.94
12.8978,18.17,2.56
13.1320,20.17,0.77
13.3555,20.23,0.76
13.5795,20.33,0.66
13.7834,18.59,0.73
13.9953,19.77,0.71
14.2014,21.15,0.75
14.4120,20.22,0.80
14.6334,20.00,0.77
14.8376,18.47,0.94
15.0535,19.56,0.84
15.2630,18.97,0.93
15.4696,18.79,0.86
15.6786,19.04,0.93
15.8776,18.07,1.00
16.0855,18.96,0.81
16.2996,19.34,0.85
16.5192,19.97,0.98
16.7416,20.14,0.91
16.9558,19.42,0.80
17.1719,19.68,0.45
17.4216,22.27,1.50
17.6415,18.73,0.80
17.8676,19.88,0.70
18.0679,17.80,0.65
18.2775,18.48,0.68
18.4775,17.76,0.68
18.6816,18.06,0.76
18.8855,17.98,0.80
19.1117,20.02,0.73
19.3159,18.10,0.72
19.5316,19.18,0.69
19.7394,18.39,0.79
19.9555,19.20,0.71
20.1695,18.99,0.75
20.3694,17.73,0.66
20.5774,18.40,3.44
20.8117,20.39,2.78
21.0259,18.46,3.33
21.2382,18.16,0.91
