Time (s),DRAM Power (W),IPC
0.0001,0.04,1.11
0.2927,24.87,1.18
0.5087,18.34,1.32
0.7049,16.60,1.31
0.9246,18.55,1.20
1.1285,17.22,1.33
1.3327,17.19,1.17
1.5408,17.53,1.20
1.7488,17.44,1.22
1.9649,18.13,1.32
2.1807,18.28,1.33
2.4048,18.92,1.15
2.6128,17.51,1.32
2.8208,17.49,1.33
3.0248,17.26,1.20
3.2305,17.39,1.34
3.4306,16.92,1.20
3.6345,17.16,1.23
3.8466,17.96,1.17
4.0690,18.82,1.33
4.2891,18.51,1.19
4.4905,17.09,1.18
4.7077,18.33,1.32
4.9284,18.60,1.19
5.1397,17.92,1.16
5.3357,16.48,1.34
5.5532,18.39,1.33
5.7612,17.63,0.66
5.9884,20.15,0.72
6.1926,18.27,0.66
6.4223,20.59,2.34
6.6526,19.84,2.11
6.9016,21.42,2.35
7.1134,18.31,2.01
7.3174,17.61,2.40
7.5661,21.42,2.01
7.7844,18.86,2.36
7.9966,18.27,2.42
8.2297,20.17,2.08
8.4666,20.45,2.29
8.6844,18.77,1.70
8.8806,16.92,1.95
9.0846,17.85,1.10
9.2885,18.94,0.75
9.4962,18.98,2.33
9.6995,17.86,0.75
9.9084,19.21,1.72
10.1104,18.80,1.35
10.3144,18.95,1.12
10.5324,20.50,1.88
10.7360,17.84,1.14
10.9295,18.56,2.18
11.1482,19.60,0.82
11.3608,19.60,0.63
11.5830,20.82,2.12
11.7824,17.66,0.72
11.9895,19.94,2.17
12.2049,18.98,0.77
12.4045,18.92,1.17
12.6124,19.16,1.52
12.8285,19.65,0.64
13.0706,22.73,2.21
13.2685,17.14,0.73
13.4886,21.87,2.23
13.6923,17.66,1.00
13.9003,20.10,2.38
14.1105,18.95,0.71
14.3101,18.51,1.19
14.5225,20.09,1.93
14.7325,18.94,0.69
14.9679,22.21,2.18
15.1803,18.51,1.05
15.3924,20.57,2.26
15.6003,18.63,1.14
15.8064,19.84,2.18
16.0224,19.45,0.76
16.2346,19.91,1.65
16.4505,19.80,0.83
16.6704,20.18,0.67
16.8749,19.08,2.15
17.0903,19.07,0.98
17.2904,18.94,2.21
17.4944,17.93,0.71
17.7002,19.17,1.52
17.8966,18.16,1.57
18.1095,19.63,0.78
18.3123,19.10,1.78
18.5325,19.90,0.61
18.7323,19.26,2.13
18.9247,16.83,0.64
19.1345,20.74,2.31
19.3424,17.92,1.04
19.5466,19.70,2.30
19.7780,20.65,1.01
19.9824,19.51,2.34
20.2006,19.67,0.81
20.4044,19.05,1.27
20.6003,18.19,1.64
20.8244,20.14,0.69
21.0285,19.62,2.30
21.2324,17.50,1.09
21.4389,19.82,2.15
21.6442,18.45,0.78
21.8535,19.70,2.04
22.0645,19.36,0.85
22.2843,20.62,2.42
22.5101,20.67,0.73
22.7531,22.97,2.31
22.9640,19.02,0.75
23.1764,20.18,2.06
23.3865,19.11,0.71
23.5925,18.83,1.39
23.8176,21.11,1.34
24.0244,18.91,0.71
24.2204,18.69,1.98
24.4346,18.46,0.62
24.6523,21.20,2.33
24.8707,18.97,1.09
25.0907,21.17,2.29
25.2945,18.25,0.73
25.4987,19.28,2.42
25.7026,18.74,0.71
25.9147,19.57,0.80
26.1309,20.27,2.29
26.3463,19.32,0.70
26.5449,19.33,2.33
26.7606,18.93,0.65
26.9686,20.40,2.38
27.1970,19.92,0.72
27.4128,21.37,2.10
27.6369,19.61,0.65
27.8549,21.48,1.80
28.0584,17.69,2.05
28.2770,19.05,1.99
28.5027,19.74,1.79
28.7068,17.85,1.98
28.9107,17.77,2.88
29.1391,19.72,1.04
